,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Day,Month,Year
1894,GAME,4.6,4129665,,50000000,Free,0.0,Everyone,Casual,13,7,2018
1895,GAME,4.6,2158580,,10000000,Free,0.0,Everyone,Puzzle,19,7,2018
1896,GAME,4.6,506593,,10000000,Free,0.0,Everyone,Arcade,1,8,2018
1897,GAME,4.6,5419676,96000.0,100000000,Free,0.0,Everyone,Sports,13,6,2018
1898,GAME,4.7,990723,75000.0,10000000,Free,0.0,Everyone,Action,24,5,2018
1899,GAME,4.5,592504,,50000000,Free,0.0,Everyone,Music,3,8,2018
1900,GAME,4.5,21892,14000.0,1000000,Free,0.0,Everyone,Puzzle,29,12,2017
1901,GAME,4.5,1138239,59000.0,50000000,Free,0.0,Teen,Arcade,29,5,2018
1902,GAME,4.6,9883806,74000.0,100000000,Free,0.0,Everyone,Sports,16,7,2018
1903,GAME,4.5,197540,29000.0,10000000,Free,0.0,Everyone,Puzzle,16,7,2018
1904,GAME,4.4,74695,17000.0,10000000,Free,0.0,Everyone,Casual,6,7,2018
1905,GAME,4.4,5566889,97000.0,100000000,Free,0.0,Everyone,Arcade,24,5,2018
1906,GAME,4.6,2698882,78000.0,100000000,Free,0.0,Everyone,Action,31,7,2018
1907,GAME,4.7,1535973,,50000000,Free,0.0,Teen,Action,23,7,2018
1908,GAME,4.5,14892469,,500000000,Free,0.0,Everyone,Casual,19,7,2018
1909,GAME,4.4,8923818,63000.0,100000000,Free,0.0,Everyone,Racing,2,7,2018
1910,GAME,4.6,7674252,,100000000,Free,0.0,Mature 17+,Action,2,8,2018
1911,GAME,4.7,1125438,25000.0,10000000,Free,0.0,Everyone,Puzzle,17,7,2018
1912,GAME,4.6,29445,29000.0,5000000,Free,0.0,Everyone,Casual,11,5,2018
1913,GAME,4.5,655145,72000.0,10000000,Free,0.0,Teen,Arcade,17,7,2017
1914,GAME,4.4,4921451,,100000000,Free,0.0,Everyone 10+,Arcade,15,6,2018
1915,GAME,4.5,5476569,53000.0,100000000,Free,0.0,Teen,Action,3,8,2018
1916,GAME,4.3,1083571,,50000000,Free,0.0,Everyone,Arcade,20,7,2018
1917,GAME,4.5,27725352,76000.0,1000000000,Free,0.0,Everyone 10+,Arcade,12,7,2018
1918,GAME,4.2,1500999,33000.0,100000000,Free,0.0,Everyone,Action,9,4,2018
1919,GAME,4.5,4230886,60000.0,100000000,Free,0.0,Everyone,Action,1,8,2018
1920,GAME,4.3,8119154,62000.0,500000000,Free,0.0,Everyone,Action,5,7,2018
1921,GAME,4.4,5235294,,100000000,Free,0.0,Everyone,Action,14,11,2017
1922,GAME,4.7,1535973,,50000000,Free,0.0,Teen,Action,23,7,2018
1923,GAME,4.6,2698889,78000.0,100000000,Free,0.0,Everyone,Action,31,7,2018
1924,GAME,4.7,990663,75000.0,10000000,Free,0.0,Everyone,Action,24,5,2018
1925,GAME,4.6,7674252,,100000000,Free,0.0,Mature 17+,Action,2,8,2018
1926,GAME,4.4,2119218,70000.0,50000000,Free,0.0,Everyone 10+,Action,29,6,2018
1927,GAME,4.6,1327265,99000.0,50000000,Free,0.0,Teen,Racing,12,4,2017
1928,GAME,4.5,184210,99000.0,10000000,Free,0.0,Everyone,Action,30,7,2018
1929,GAME,4.3,1003269,,50000000,Free,0.0,Teen,Action,5,7,2018
1930,GAME,4.5,1242855,27000.0,50000000,Free,0.0,Teen,Action,18,7,2018
1931,GAME,4.5,401425,70000.0,10000000,Free,0.0,Everyone,Action,12,4,2017
1932,GAME,4.6,10979062,88000.0,100000000,Free,0.0,Everyone 10+,Action,2,7,2018
1933,GAME,4.6,515657,63000.0,10000000,Free,0.0,Everyone,Action,5,6,2018
1934,GAME,4.3,955656,82000.0,10000000,Free,0.0,Teen,Action,26,6,2018
1935,GAME,4.6,337913,48000.0,5000000,Free,0.0,Teen,Action,3,8,2018
1936,GAME,4.5,1468591,,50000000,Free,0.0,Mature 17+,Action,23,7,2018
1937,GAME,4.7,725897,31000.0,10000000,Free,0.0,Teen,Action,3,8,2018
1938,GAME,4.5,549039,23000.0,50000000,Free,0.0,Teen,Action,3,8,2018
1939,GAME,4.7,1559650,,50000000,Free,0.0,Everyone,Action,9,7,2018
1940,GAME,4.7,292164,59000.0,10000000,Free,0.0,Everyone 10+,Action,1,8,2018
1941,GAME,4.6,520962,39000.0,10000000,Free,0.0,Teen,Action,28,6,2017
1942,GAME,4.4,1381820,54000.0,10000000,Free,0.0,Teen,Action,14,3,2017
1943,GAME,4.3,525517,48000.0,10000000,Free,0.0,Everyone,Action;Action & Adventure,15,10,2017
1944,GAME,4.5,696,,100000,Free,0.0,Everyone,Action,5,7,2018
1945,GAME,4.3,194969,30000.0,10000000,Free,0.0,Everyone 10+,Action,29,1,2018
1946,GAME,4.4,327599,66000.0,10000000,Free,0.0,Teen,Action,28,7,2017
1947,GAME,4.2,3816799,32000.0,100000000,Free,0.0,Everyone,Action,23,7,2018
1948,GAME,4.3,10538,50000.0,1000000,Free,0.0,Mature 17+,Action,1,8,2018
1949,GAME,4.5,5476569,53000.0,100000000,Free,0.0,Teen,Action,3,8,2018
1950,GAME,4.4,105620,61000.0,1000000,Free,0.0,Everyone 10+,Action,16,7,2018
1951,GAME,4.7,37139,49000.0,1000000,Free,0.0,Everyone 10+,Action,24,1,2018
1952,GAME,4.2,147791,38000.0,5000000,Free,0.0,Teen,Action,26,7,2018
1953,GAME,4.1,347883,20000.0,10000000,Free,0.0,Everyone,Action,16,3,2018
1954,GAME,4.5,343263,,10000000,Free,0.0,Everyone 10+,Action,6,8,2018
1955,GAME,4.5,216849,,10000000,Free,0.0,Everyone,Action;Action & Adventure,16,7,2018
1956,GAME,4.5,354373,66000.0,10000000,Free,0.0,Everyone 10+,Action,12,10,2017
1957,GAME,4.1,753043,57000.0,100000000,Free,0.0,Teen,Action,1,8,2018
1958,GAME,4.3,43055,95000.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,29,6,2018
1959,GAME,4.5,80678,,5000000,Free,0.0,Mature 17+,Action,25,5,2018
1960,GAME,4.4,153381,,10000000,Free,0.0,Teen,Action,18,6,2018
1961,GAME,4.5,559,32000.0,100000,Free,0.0,Everyone 10+,Action,3,8,2018
1962,GAME,4.6,3073251,33000.0,50000000,Free,0.0,Everyone 10+,Action,25,7,2018
1963,GAME,4.0,26649,66000.0,5000000,Free,0.0,Teen,Action,5,8,2018
1964,GAME,4.3,2151039,75000.0,50000000,Free,0.0,Teen,Action,1,8,2018
1965,GAME,4.5,306764,29000.0,10000000,Free,0.0,Everyone,Trivia,3,8,2018
1966,GAME,4.4,22430188,74000.0,500000000,Free,0.0,Everyone,Casual,5,7,2018
1967,GAME,4.4,4067651,69000.0,100000000,Free,0.0,Everyone 10+,Strategy,6,7,2018
1968,GAME,4.6,59907,7.8,5000000,Free,0.0,Everyone,Puzzle,6,3,2018
1969,GAME,4.2,1500622,33000.0,100000000,Free,0.0,Everyone,Action,9,4,2018
1970,GAME,4.5,14201604,52000.0,100000000,Free,0.0,Everyone,Sports,31,7,2018
1971,GAME,4.6,280098,50000.0,10000000,Free,0.0,Everyone,Arcade,20,7,2018
1972,GAME,4.5,148990,46000.0,10000000,Free,0.0,Everyone,Casual,17,7,2018
1973,GAME,4.7,154264,12000.0,10000000,Free,0.0,Everyone,Card,8,6,2018
1974,GAME,4.5,26985,41000.0,5000000,Free,0.0,Everyone,Casual,4,6,2018
1975,GAME,4.5,1125438,63000.0,10000000,Free,0.0,Everyone,Casual,5,7,2018
1976,GAME,4.5,5387781,53000.0,100000000,Free,0.0,Everyone,Racing,27,2,2018
1977,GAME,4.4,8923847,63000.0,100000000,Free,0.0,Everyone,Racing,2,7,2018
1978,GAME,4.6,1327269,99000.0,50000000,Free,0.0,Teen,Racing,12,4,2017
1979,GAME,4.3,23043,,5000000,Free,0.0,Everyone,Arcade,25,7,2018
1980,GAME,4.4,42145,20000.0,10000000,Free,0.0,Everyone,Casual;Brain Games,4,7,2018
1981,GAME,4.3,1295625,11000.0,100000000,Free,0.0,Everyone,Puzzle,11,4,2018
1982,GAME,4.7,990796,75000.0,10000000,Free,0.0,Everyone,Action,24,5,2018
1983,GAME,4.7,171448,13000.0,10000000,Free,0.0,Teen,Puzzle,3,8,2018
1984,GAME,4.4,2610680,46000.0,100000000,Free,0.0,Everyone,Arcade,3,7,2018
1985,GAME,4.3,1300619,78000.0,50000000,Free,0.0,Everyone,Puzzle,20,7,2018
1986,GAME,4.4,2123793,49000.0,100000000,Free,0.0,Everyone,Puzzle,5,7,2018
1987,GAME,4.5,21892,14000.0,1000000,Free,0.0,Everyone,Puzzle,29,12,2017
1988,GAME,4.5,6074627,100000.0,100000000,Free,0.0,Teen,Arcade,25,7,2018
1989,GAME,4.4,104303,,10000000,Free,0.0,Everyone,Arcade,2,8,2018
1990,GAME,4.4,5566908,97000.0,100000000,Free,0.0,Everyone,Arcade,24,5,2018
1991,GAME,4.6,1480182,,10000000,Free,0.0,Everyone,Casual,2,8,2018
1992,GAME,4.6,2750645,,100000000,Free,0.0,Everyone,Racing,2,8,2018
1993,GAME,4.4,47644,15000.0,5000000,Free,0.0,Everyone,Puzzle,15,6,2018
1994,GAME,4.6,125647,33000.0,10000000,Free,0.0,Everyone,Casual,23,7,2018
1995,GAME,4.2,4355,,1000000,Free,0.0,Everyone,Casual,17,7,2017
1996,GAME,4.4,2119235,70000.0,50000000,Free,0.0,Everyone 10+,Action,29,6,2018
1997,GAME,4.6,214878,10000.0,10000000,Free,0.0,Everyone,Board,3,8,2018
1998,GAME,4.6,811040,77000.0,10000000,Free,0.0,Teen,Strategy,10,5,2018
1999,GAME,4.7,1536349,,50000000,Free,0.0,Teen,Action,23,7,2018
2000,GAME,4.5,592504,,50000000,Free,0.0,Everyone,Music,3,8,2018
2001,GAME,4.2,17044,4.9,5000000,Free,0.0,Everyone,Puzzle,13,4,2018
2002,GAME,4.6,155186,,10000000,Free,0.0,Everyone,Puzzle,3,8,2018
2003,GAME,4.7,1125566,25000.0,10000000,Free,0.0,Everyone,Puzzle,17,7,2018
2004,GAME,4.6,5419676,96000.0,100000000,Free,0.0,Everyone,Sports,13,6,2018
2005,GAME,4.3,34494,23000.0,5000000,Free,0.0,Everyone 10+,Arcade,11,7,2018
2006,GAME,4.6,260651,51000.0,10000000,Free,0.0,Everyone,Arcade,14,2,2018
2007,GAME,4.4,4638163,96000.0,100000000,Free,0.0,Everyone 10+,Arcade,19,7,2018
2008,GAME,4.4,4921409,,100000000,Free,0.0,Everyone 10+,Arcade,15,6,2018
2009,GAME,4.5,1468638,,50000000,Free,0.0,Mature 17+,Action,23,7,2018
2010,GAME,4.2,344585,,50000000,Free,0.0,Everyone,Word,2,7,2018
2011,GAME,4.4,7614407,70000.0,100000000,Free,0.0,Everyone,Casual,26,7,2018
2012,GAME,4.3,234110,38000.0,50000000,Free,0.0,Everyone,Racing,22,11,2016
2013,GAME,4.7,48615,24000.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,22,5,2018
2014,FAMILY,4.5,470694,,50000000,Free,0.0,Everyone,Entertainment;Music & Video,3,8,2018
2015,FAMILY,4.4,42145,20000.0,10000000,Free,0.0,Everyone,Casual;Brain Games,4,7,2018
2016,FAMILY,4.5,4449910,67000.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,31,7,2018
2017,FAMILY,4.4,14774,19000.0,1000000,Free,0.0,Everyone,Casual;Brain Games,23,7,2018
2018,FAMILY,4.4,12753,51000.0,5000000,Free,0.0,Everyone,Educational;Creativity,17,7,2018
2019,FAMILY,4.5,33983,22000.0,5000000,Free,0.0,Everyone,Puzzle;Brain Games,2,8,2018
2020,FAMILY,4.6,20267,46000.0,1000000,Free,0.0,Everyone,Educational;Education,16,7,2018
2021,FAMILY,4.5,5761,21000.0,1000000,Free,0.0,Everyone,Casual;Brain Games,4,7,2018
2022,FAMILY,4.3,11618,39000.0,5000000,Free,0.0,Everyone,Educational;Education,3,4,2018
2023,FAMILY,4.7,12948,23000.0,1000000,Free,0.0,Everyone,Casual;Brain Games,24,5,2018
2024,FAMILY,4.4,685,26000.0,100000,Free,0.0,Everyone,Card;Brain Games,16,7,2018
2025,FAMILY,4.5,9779,39000.0,5000000,Free,0.0,Everyone,Education;Creativity,25,2,2018
2026,FAMILY,4.2,369378,24000.0,50000000,Free,0.0,Everyone,Casual;Pretend Play,17,4,2018
2027,FAMILY,4.5,11436,15000.0,1000000,Free,0.0,Everyone,Casual;Brain Games,17,4,2018
2028,FAMILY,4.5,2150,20000.0,500000,Free,0.0,Everyone,Casual;Brain Games,1,2,2018
2029,FAMILY,4.7,48615,24000.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,22,5,2018
2030,FAMILY,4.4,382,44000.0,500000,Free,0.0,Everyone,Education;Creativity,1,8,2018
2031,FAMILY,4.3,24936,38000.0,5000000,Free,0.0,Everyone,Educational;Education,16,5,2018
2032,FAMILY,4.6,1109,52000.0,1000000,Free,0.0,Everyone,Educational;Brain Games,18,7,2018
2033,FAMILY,3.9,974,14000.0,500000,Free,0.0,Everyone,Art & Design;Pretend Play,15,1,2018
2034,FAMILY,4.2,108795,49000.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,15,6,2018
2035,FAMILY,4.5,1455,8.9,500000,Free,0.0,Everyone,Education;Education,1,2,2018
2036,FAMILY,4.3,1024,,1000000,Free,0.0,Everyone,Educational;Education,28,5,2018
2037,FAMILY,4.5,1014822,56000.0,50000000,Free,0.0,Everyone,Educational;Pretend Play,29,6,2017
2038,FAMILY,4.4,86961,99000.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,5,6,2018
2039,FAMILY,4.4,7320,10000.0,1000000,Free,0.0,Everyone,Entertainment;Education,7,7,2017
2040,FAMILY,4.8,269194,6.9,10000000,Free,0.0,Everyone,Entertainment;Brain Games,3,8,2018
2041,FAMILY,4.4,59843,20000.0,5000000,Free,0.0,Everyone,Puzzle;Brain Games,9,1,2018
2042,FAMILY,4.4,18616,10000.0,1000000,Free,0.0,Everyone,Casual;Education,5,8,2018
2043,FAMILY,4.3,11950,19000.0,5000000,Free,0.0,Everyone,Educational;Education,12,7,2018
2044,FAMILY,4.6,4289,33000.0,500000,Free,0.0,Everyone,Casual;Brain Games,31,7,2018
2045,FAMILY,4.1,68286,85000.0,10000000,Free,0.0,Everyone,Casual;Creativity,30,7,2018
2046,FAMILY,4.5,11716,48000.0,1000000,Free,0.0,Everyone,Casual;Brain Games,3,8,2018
2047,FAMILY,4.5,3323,9.6,1000000,Free,0.0,Everyone,Casual;Pretend Play,14,7,2017
2048,FAMILY,4.5,36606,,10000000,Free,0.0,Everyone,Educational;Education,22,6,2018
2049,FAMILY,4.0,328619,15000.0,10000000,Free,0.0,Everyone,Casual;Creativity,6,10,2017
2050,FAMILY,4.5,10216997,,100000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,12,7,2018
2051,FAMILY,4.6,46741,50000.0,10000000,Free,0.0,Everyone,Music;Music & Video,3,8,2018
2052,FAMILY,4.5,530854,51000.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,17,7,2017
2053,FAMILY,4.5,7050,24000.0,1000000,Free,0.0,Everyone,Educational;Education,27,5,2018
2054,FAMILY,4.5,235906,13000.0,10000000,Free,0.0,Everyone,Entertainment;Brain Games,29,7,2018
2055,FAMILY,4.4,17753,16000.0,1000000,Free,0.0,Everyone,Casual;Brain Games,25,5,2018
2056,FAMILY,4.7,6294400,,100000000,Free,0.0,Everyone,Education;Education,1,8,2018
2057,FAMILY,4.5,520609,,10000000,Free,0.0,Everyone,Racing;Action & Adventure,28,6,2018
2058,FAMILY,4.5,432,63000.0,100000,Free,0.0,Everyone 10+,Educational;Education,27,7,2018
2059,FAMILY,4.2,32029,15000.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,6,11,2017
2060,FAMILY,4.3,4207,26000.0,100000,Free,0.0,Everyone,Music;Music & Video,23,7,2018
2061,FAMILY,4.5,64,81000.0,10000,Free,0.0,Everyone,Educational;Education,18,7,2018
2062,FAMILY,4.2,96,79000.0,5000,Paid,3.99,Everyone,Educational;Creativity,14,6,2018
2063,FAMILY,4.3,82471,,5000000,Free,0.0,Everyone,Entertainment;Music & Video,5,7,2018
2064,FAMILY,4.4,496,94000.0,100000,Free,0.0,Everyone,Education;Education,11,7,2018
2065,FAMILY,4.6,20267,46000.0,1000000,Free,0.0,Everyone,Educational;Education,16,7,2018
2066,FAMILY,4.6,29436,43000.0,1000000,Free,0.0,Everyone,Educational;Education,21,3,2018
2067,FAMILY,4.5,19230,45000.0,5000000,Free,0.0,Everyone,Educational;Brain Games,12,7,2018
2068,FAMILY,4.2,11126,91000.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,23,3,2018
2069,FAMILY,4.5,23671,91000.0,1000000,Free,0.0,Everyone,Arcade;Pretend Play,31,7,2018
2070,FAMILY,4.6,9652,53000.0,1000000,Free,0.0,Everyone,Educational;Education,16,7,2018
2071,FAMILY,4.6,9626,28000.0,1000000,Free,0.0,Everyone,Action;Action & Adventure,7,2,2018
2072,FAMILY,4.1,29319,26000.0,5000000,Free,0.0,Everyone,Casual;Action & Adventure,18,5,2018
2073,FAMILY,4.5,1791,56000.0,500000,Free,0.0,Everyone,Education;Education,2,6,2018
2074,FAMILY,4.6,9199,80000.0,500000,Free,0.0,Everyone,Puzzle;Brain Games,3,8,2018
2075,FAMILY,4.6,14014,60000.0,1000000,Free,0.0,Everyone,Education;Education,6,7,2018
2076,FAMILY,4.5,110877,,1000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,28,3,2018
2077,FAMILY,4.3,160,67000.0,50000,Free,0.0,Everyone,Education;Education,18,6,2018
2078,FAMILY,3.8,10366,78000.0,1000000,Free,0.0,Everyone,Education;Pretend Play,24,7,2018
2079,FAMILY,4.5,47644,27000.0,1000000,Free,0.0,Everyone,Adventure;Action & Adventure,31,5,2018
2080,FAMILY,4.1,530792,,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure,30,5,2018
2081,FAMILY,4.8,12137,63000.0,100000,Free,0.0,Everyone 10+,Simulation;Pretend Play,6,8,2018
2082,FAMILY,3.9,237,26000.0,100000,Free,0.0,Everyone,Education;Education,12,7,2018
2083,FAMILY,4.5,6404,46000.0,500000,Free,0.0,Everyone,Educational;Brain Games,16,7,2018
2084,FAMILY,4.4,6356,83000.0,500000,Free,0.0,Everyone,Puzzle;Creativity,4,7,2018
2085,FAMILY,4.3,169,60000.0,5000,Paid,2.99,Everyone,Educational;Pretend Play,25,5,2018
2086,FAMILY,4.2,8,44000.0,1000,Paid,3.99,Everyone,Education;Pretend Play,9,7,2018
2087,FAMILY,3.0,2,82000.0,500,Paid,2.99,Everyone,Educational;Creativity,25,6,2018
2088,FAMILY,4.5,4450855,67000.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,31,7,2018
2089,FAMILY,4.4,86961,99000.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,5,6,2018
2090,FAMILY,4.5,10216997,,100000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,12,7,2018
2091,FAMILY,4.7,48701,24000.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,22,5,2018
2092,FAMILY,4.1,15246,78000.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,12,7,2017
2093,FAMILY,4.5,520654,,10000000,Free,0.0,Everyone,Racing;Action & Adventure,28,6,2018
2094,FAMILY,4.5,4076,,100000,Free,0.0,Everyone,Sports;Action & Adventure,1,8,2018
2095,FAMILY,4.5,530904,51000.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,17,7,2017
2096,FAMILY,4.6,106750,94000.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,29,6,2018
2097,FAMILY,4.3,33785,16000.0,5000000,Free,0.0,Everyone,Casual;Action & Adventure,20,12,2017
2098,FAMILY,4.3,4207,93000.0,500000,Free,0.0,Everyone,Racing;Action & Adventure,31,8,2017
2099,FAMILY,4.5,58795,77000.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,21,5,2018
2100,FAMILY,4.2,3235,32000.0,1000000,Free,0.0,Everyone,Educational;Action & Adventure,20,6,2018
2101,FAMILY,4.2,47031,58000.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,30,7,2018
2102,FAMILY,4.4,131,48000.0,100000,Free,0.0,Everyone,Racing;Action & Adventure,13,6,2018
2103,FAMILY,4.5,114,69000.0,50000,Free,0.0,Everyone,Racing;Action & Adventure,13,6,2018
2104,FAMILY,4.1,673203,73000.0,50000000,Free,0.0,Everyone,Educational;Action & Adventure,19,1,2018
2105,FAMILY,4.2,2178,99000.0,500000,Free,0.0,Everyone,Racing;Action & Adventure,23,8,2017
2106,FAMILY,4.1,175625,16000.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,22,11,2017
2107,FAMILY,4.7,8508,54000.0,500000,Free,0.0,Everyone 10+,Arcade;Action & Adventure,2,8,2018
2108,FAMILY,4.3,3484,56000.0,1000000,Free,0.0,Everyone,Entertainment;Action & Adventure,7,3,2017
2109,FAMILY,4.4,379415,68000.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,26,6,2018
2110,FAMILY,4.4,19245,25000.0,1000000,Free,0.0,Everyone,Casual;Action & Adventure,28,3,2018
2111,FAMILY,,65,7.0,100000,Free,0.0,Everyone,Art & Design;Action & Adventure,7,3,2018
2112,FAMILY,4.3,24877,54000.0,5000000,Free,0.0,Everyone,Puzzle;Action & Adventure,20,6,2018
2113,FAMILY,4.4,765,51000.0,1000000,Free,0.0,Everyone,Education;Action & Adventure,19,1,2017
2114,FAMILY,4.3,10088,,1000000,Free,0.0,Everyone,Casual;Action & Adventure,8,3,2018
2115,FAMILY,4.3,525552,48000.0,10000000,Free,0.0,Everyone,Action;Action & Adventure,15,10,2017
2116,FAMILY,4.2,3762,44000.0,1000000,Free,0.0,Everyone,Education;Action & Adventure,2,7,2018
2117,FAMILY,4.2,141363,8.7,10000000,Free,0.0,Everyone,Casual;Action & Adventure,21,1,2018
2118,FAMILY,4.3,472584,91000.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,2,8,2018
2119,FAMILY,4.3,1329192,97000.0,50000000,Free,0.0,Everyone,Racing;Action & Adventure,4,10,2017
2120,FAMILY,4.1,148295,26000.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,5,3,2018
2121,FAMILY,4.2,41273,16000.0,5000000,Free,0.0,Everyone,Adventure;Action & Adventure,5,7,2018
2122,FAMILY,4.5,278,,100000,Free,0.0,Everyone,Racing;Action & Adventure,11,7,2018
2123,FAMILY,4.3,392596,53000.0,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure,22,7,2016
2124,FAMILY,4.3,43060,95000.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,29,6,2018
2125,FAMILY,4.5,514088,83000.0,10000000,Free,0.0,Everyone,Arcade;Action & Adventure,30,5,2018
2126,FAMILY,4.1,41867,78000.0,1000000,Free,0.0,Everyone,Racing;Action & Adventure,18,5,2017
2127,FAMILY,4.5,1014846,56000.0,50000000,Free,0.0,Everyone,Educational;Pretend Play,29,6,2017
2128,FAMILY,4.2,23060,21000.0,1000000,Free,0.0,Everyone,Educational;Education,26,7,2018
2129,FAMILY,4.4,112080,26000.0,10000000,Free,0.0,Everyone,Casual;Pretend Play,26,7,2018
2130,FAMILY,4.0,15489,60000.0,1000000,Free,0.0,Everyone,Casual;Pretend Play,11,10,2017
2131,FAMILY,4.1,51895,22000.0,10000000,Free,0.0,Everyone,Educational;Brain Games,16,6,2018
2132,FAMILY,4.3,43060,95000.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,29,6,2018
2133,FAMILY,4.3,525552,48000.0,10000000,Free,0.0,Everyone,Action;Action & Adventure,15,10,2017
2134,FAMILY,4.4,623398,58000.0,10000000,Free,0.0,Everyone,Puzzle;Brain Games,31,8,2017
2135,FAMILY,4.3,472584,91000.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,2,8,2018
2136,FAMILY,4.1,66661,22000.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,2,2,2018
2137,FAMILY,4.0,10447,36000.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,18,2,2016
2138,FAMILY,4.3,1574197,37000.0,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure,27,7,2018
2139,FAMILY,4.6,19170,70000.0,1000000,Free,0.0,Everyone,Strategy;Action & Adventure,15,3,2017
2140,FAMILY,4.3,169609,34000.0,10000000,Free,0.0,Everyone,Arcade;Action & Adventure,13,6,2018
2141,FAMILY,4.7,6188,49000.0,500000,Free,0.0,Everyone 10+,Entertainment;Music & Video,3,4,2018
2142,FAMILY,4.3,1369,9.8,500000,Free,0.0,Everyone,Music & Audio;Music & Video,5,3,2016
2143,FAMILY,4.4,2952,37000.0,500000,Free,0.0,Everyone,Education;Education,19,6,2018
2144,FAMILY,4.2,731,,100000,Free,0.0,Everyone,Educational;Education,28,7,2018
2145,FAMILY,4.7,9856,55000.0,100000,Free,0.0,Everyone,Health & Fitness;Education,2,2,2016
2146,FAMILY,3.9,10753,84000.0,1000000,Free,0.0,Everyone,Educational;Education,23,7,2018
2147,FAMILY,4.1,154,16000.0,10000,Free,0.0,Everyone,Educational;Education,13,1,2017
2148,FAMILY,4.1,288523,92000.0,10000000,Free,0.0,Everyone,Adventure;Education,8,5,2018
2149,FAMILY,4.1,4522,57000.0,500000,Free,0.0,Everyone,Educational;Education,21,6,2018
2150,FAMILY,4.2,3328,,100000,Paid,3.99,Everyone,Education;Creativity,13,7,2017
2151,FAMILY,4.7,31100,24000.0,500000,Paid,3.99,Everyone,Education;Pretend Play,6,7,2018
2152,FAMILY,4.4,854,6.9,10000,Paid,4.99,Everyone,Casual;Pretend Play,1,12,2015
2153,FAMILY,4.3,560,44000.0,10000,Paid,3.99,Everyone,Casual;Education,17,6,2015
2154,FAMILY,4.5,197,11000.0,1000,Paid,2.99,Everyone,Casual;Action & Adventure,23,3,2017
2155,FAMILY,4.3,63186,16000.0,10000000,Free,0.0,Everyone,Puzzle;Brain Games,12,7,2018
2156,FAMILY,4.3,23772,17000.0,5000000,Free,0.0,Everyone,Board;Brain Games,2,8,2017
2157,FAMILY,4.1,6007,18000.0,1000000,Free,0.0,Everyone,Board;Action & Adventure,3,7,2017
2158,FAMILY,4.1,2903,16000.0,1000000,Free,0.0,Everyone,Board;Brain Games,5,7,2018
2159,FAMILY,4.1,3617,19000.0,1000000,Free,0.0,Everyone,Board;Brain Games,24,7,2018
2160,FAMILY,4.6,3063,1.6,100000,Free,0.0,Everyone,Board;Brain Games,24,5,2018
2161,FAMILY,4.1,3234,47000.0,100000,Free,0.0,Everyone,Puzzle;Brain Games,15,5,2018
2162,FAMILY,4.4,276,16000.0,50000,Free,0.0,Everyone,Puzzle;Brain Games,12,9,2017
2163,FAMILY,4.4,1595,14000.0,500000,Free,0.0,Everyone,Puzzle;Brain Games,4,7,2018
2164,FAMILY,4.3,879,,100000,Free,0.0,Everyone,Board;Brain Games,22,5,2018
2165,FAMILY,4.0,68559,75000.0,5000000,Free,0.0,Everyone,Board;Action & Adventure,31,7,2018
2166,FAMILY,4.8,61,25000.0,1000,Free,0.0,Everyone,Casual;Brain Games,26,1,2017
2167,FAMILY,3.8,1123,5.7,100000,Free,0.0,Everyone,Board;Brain Games,8,9,2016
2168,FAMILY,4.7,30,,1000,Paid,7.49,Everyone,Educational;Education,16,5,2018
2169,FAMILY,4.5,566,17000.0,50000,Free,0.0,Everyone,Board;Brain Games,13,6,2018
2170,FAMILY,4.8,97,3.5,1000,Paid,2.99,Everyone,Board;Brain Games,30,3,2018
